PolicyID,Line,Construction,TIV_2012
123075,Residential,Wood,88293.3
640862,Residential,Masonry,397199.8
742091,Residential,Wood,281866.46
127947,Residential,Masonry,530837.11
977282,Residential,Wood,344268.73
663177,Residential,Wood,80297.88
113510,Residential,Wood,92395.46
587466,Residential,Wood,156201.22
536877,Residential,Wood,93917.98
254997,Residential,Wood,207697.62
247253,Residential,Wood,107691.03
437996,Residential,Wood,45391.62
916505,Residential,Wood,297207.06
644885,Residential,Wood,219183.35
730168,Residential,Wood,21587.21
954535,Residential,Wood,22260.11
564735,Residential,Masonry,557347.51
441080,Residential,Wood,312745.7
873449,Residential,Wood,18920.8
968925,Residential,Wood,2313.13
907594,Residential,Wood,3840.95
775788,Residential,Wood,4760.64
611644,Residential,Wood,71160.91
406061,Residential,Wood,6773.64
618002,Residential,Wood,11312.35
482864,Commercial,Reinforced Masonry,5130289.43
567849,Residential,Wood,20854.28
751165,Residential,Wood,46454.16
144854,Residential,Wood,18930.97
466348,Residential,Masonry,547834.18
315491,Residential,Wood,170616.94
795920,Residential,Wood,294376.96
809607,Residential,Masonry,1251472.09
474800,Residential,Wood,382120.45
256436,Residential,Wood,22996.65
947732,Residential,Wood,37988.48
408682,Residential,Wood,115333.73
356370,Residential,Wood,90165.22
507120,Residential,Wood,28641.72
127256,Residential,Wood,4422.87
167047,Residential,Masonry,1229152.26
400444,Residential,Wood,144059.85
342254,Residential,Wood,410113.84
817780,Residential,Wood,311428.6
487950,Residential,Masonry,735091.21
667514,Residential,Masonry,1393205.04
513680,Residential,Wood,2997.48
405754,Residential,Wood,56986.34
532214,Residential,Wood,389308.67
293233,Residential,Wood,66470.18
754154,Residential,Wood,60473.95
249388,Residential,Masonry,444038.38
283201,Residential,Masonry,572107.16
248770,Residential,Masonry,547323.89
672690,Residential,Wood,59566.43
420683,Residential,Masonry,1199588.77
198679,Residential,Masonry,375292.81
351513,Residential,Masonry,1235339.25
149468,Residential,Wood,26848.84
145769,Residential,Wood,14660.14
601460,Residential,Wood,63660.95
592320,Residential,Wood,32415.58
669544,Residential,Wood,26531.75
762657,Residential,Wood,143413.54
380367,Residential,Masonry,399525.07
288147,Commercial,Reinforced Concrete,16830000
182418,Commercial,Reinforced Concrete,18270000
375290,Residential,Wood,296544.79
805557,Residential,Wood,175963.39
829455,Residential,Masonry,816013.44
316463,Residential,Wood,262784.28
927046,Residential,Masonry,1094971.97
850288,Residential,Masonry,963429.21
885654,Residential,Masonry,573434.66
826742,Residential,Wood,216190.43
941158,Residential,Wood,161413.85
967866,Residential,Masonry,1115764.36
873747,Residential,Wood,3015.63
829382,Residential,Wood,54423.11
430259,Residential,Wood,42383
438032,Commercial,Reinforced Masonry,3510826.66
303496,Residential,Wood,85523.1
847942,Residential,Masonry,622729.85
218356,Residential,Wood,283255.08
452794,Residential,Masonry,1755019.48
981439,Residential,Wood,374481.51
598715,Residential,Wood,52198.74
163921,Residential,Wood,307755.29
818157,Residential,Masonry,625482
251458,Residential,Wood,3867.57
671867,Residential,Wood,77134.27
427176,Residential,Wood,121044.03
403131,Residential,Wood,5286.62
764637,Residential,Wood,18392.01
674131,Residential,Wood,245817.81
657414,Residential,Wood,30685.56
527597,Residential,Wood,41846.43
142447,Residential,Wood,295040.03
802496,Commercial,Reinforced Masonry,4126158.55
696236,Residential,Masonry,1437254.19
896153,Residential,Masonry,741115.44
919260,Residential,Masonry,772162.18
884541,Residential,Wood,13018.6
243532,Residential,Masonry,967239.18
623924,Residential,Wood,46587.53
213207,Residential,Wood,182197.32
247464,Residential,Wood,212576.17
988513,Residential,Wood,182743.03
350424,Residential,Wood,30707.97
673107,Residential,Masonry,1977225.44
122904,Residential,Wood,213106.44
852799,Residential,Masonry,576427.86
778713,Commercial,Reinforced Masonry,4212751.09
152959,Commercial,Reinforced Masonry,3008296.92
565397,Commercial,Reinforced Masonry,4230810.87
908162,Residential,Masonry,987762.4
687004,Residential,Wood,95835.25
497350,Commercial,Reinforced Masonry,3653422.3
680301,Commercial,Reinforced Masonry,5835567.72
778222,Residential,Wood,59229.12
643726,Commercial,Reinforced Masonry,2481910.94
346776,Residential,Wood,113204.4
525302,Residential,Masonry,821315.1
594959,Commercial,Reinforced Masonry,7253074.57
963097,Residential,Wood,29392.92
255200,Residential,Wood,120609.09
905563,Residential,Wood,263831.52
845050,Residential,Wood,328028.07
673682,Residential,Wood,102600
347556,Residential,Wood,133164.86
323644,Residential,Wood,163587.6
849213,Residential,Wood,53424.4
315733,Residential,Masonry,777945.32
370714,Residential,Masonry,781826.64
813661,Residential,Wood,22687.69
601144,Residential,Masonry,396004.52
958101,Residential,Wood,319961.34
430723,Residential,Wood,41832.18
161858,Residential,Wood,12773.55
883297,Residential,Wood,13008.11
220889,Residential,Wood,142454.5
337019,Residential,Wood,71401.17
287974,Residential,Wood,145063.75
909550,Residential,Wood,18789.61
100922,Residential,Wood,46339.26
296485,Residential,Wood,92254.57
376743,Residential,Wood,21233.93
451369,Residential,Wood,20876.25
994229,Residential,Wood,19472.68
549339,Residential,Wood,21091.85
197726,Residential,Wood,32473.25
987427,Residential,Wood,59087.32
993682,Residential,Wood,34120.26
976312,Residential,Wood,54377.18
900034,Residential,Wood,48889.95
491015,Residential,Wood,20229.07
617324,Residential,Wood,35262.94
239357,Residential,Wood,15660.07
681327,Residential,Wood,10870.9
352403,Residential,Wood,84388.79
164006,Residential,Masonry,1528177.93
251771,Residential,Wood,110541.71
503103,Residential,Masonry,613890.67
655363,Residential,Wood,60767.16
585539,Residential,Masonry,706678.51
887739,Residential,Wood,13593.6
403857,Residential,Wood,168900.98
454622,Residential,Wood,366860.26
528824,Commercial,Reinforced Masonry,5776633.79
553390,Residential,Masonry,449641.43
781776,Residential,Wood,558753.64
752454,Residential,Wood,302953.47
208268,Residential,Masonry,968996.25
334746,Residential,Masonry,1095320.36
345341,Residential,Wood,17680.21
174580,Residential,Masonry,432444.79
970196,Residential,Wood,80072.06
748393,Residential,Wood,63923.41
916913,Commercial,Reinforced Concrete,21690000
592832,Residential,Masonry,707877.24
576225,Residential,Masonry,1642994.24
925826,Residential,Masonry,1011665.13
708420,Commercial,Reinforced Masonry,11790000
175701,Residential,Wood,464223.06
925767,Residential,Wood,116462.37
930709,Residential,Masonry,999180.33
983768,Residential,Masonry,572078.52
950355,Residential,Wood,53538.71
233788,Residential,Wood,43891.14
353200,Residential,Wood,114960.23
875871,Residential,Wood,42846.24
124583,Residential,Wood,103340.88
952771,Residential,Wood,105499.45
821284,Residential,Wood,11543.35
948967,Residential,Wood,9441.12
430600,Residential,Masonry,1741759.06
253223,Residential,Wood,6313.04
694013,Residential,Wood,4588.87
235606,Residential,Masonry,735384.51
318077,Residential,Wood,25404.58
652306,Residential,Wood,37223.98
930767,Residential,Masonry,564906.49
877872,Residential,Wood,56088.25
213778,Residential,Wood,2565.81
844059,Residential,Masonry,1096034.62
247133,Commercial,Reinforced Masonry,4273820.56
360152,Residential,Wood,69362
998644,Residential,Wood,50550.34
193200,Residential,Wood,57074.47
676176,Residential,Wood,27277.91
917098,Residential,Wood,7663.19
388192,Residential,Wood,3229.38
943356,Residential,Wood,7800.2
218764,Residential,Wood,21009.52
814489,Residential,Wood,4182.6
507992,Residential,Wood,427181.85
260882,Residential,Wood,5530.01
539377,Residential,Masonry,931795.05
266526,Residential,Masonry,860820.43
123549,Residential,Wood,525390.54
829398,Residential,Wood,393348.52
460058,Residential,Wood,11658.07
856342,Residential,Wood,74316.7
692354,Residential,Wood,29961.02
615248,Residential,Wood,117848.79
860257,Residential,Wood,143738.84
931737,Residential,Wood,38797.38
433714,Residential,Wood,225883.1
248035,Residential,Wood,247323.88
526493,Residential,Wood,37903.14
997868,Residential,Masonry,972410.76
358238,Residential,Masonry,378934.99
451520,Residential,Wood,147379.33
761310,Residential,Masonry,582361.78
771480,Residential,Wood,54933.18
101934,Residential,Wood,23016.77
806089,Residential,Wood,39970.07
216998,Residential,Wood,93552.46
948101,Residential,Wood,12158.7
253386,Residential,Wood,56139.78
428457,Residential,Wood,211028.49
724191,Residential,Wood,79751.46
583553,Residential,Wood,348168.17
856147,Residential,Wood,148747.71
555415,Residential,Masonry,920590.07
920290,Residential,Wood,73329.7
137015,Residential,Wood,33771.97
403589,Residential,Wood,52517.27
953377,Residential,Wood,344711.83
374030,Residential,Masonry,496862.9
336624,Residential,Masonry,397429.64
780782,Residential,Masonry,1106542.38
838573,Residential,Wood,94544.69
585047,Residential,Wood,28120.33
546503,Residential,Masonry,800100.76
429947,Commercial,Reinforced Concrete,9180000
674337,Commercial,Reinforced Masonry,4723816.97
308168,Commercial,Reinforced Masonry,2645168.18
437807,Residential,Masonry,1470174.3
732936,Residential,Masonry,1695526.69
381680,Residential,Masonry,817975.19
186331,Commercial,Reinforced Masonry,6368426.94
271843,Residential,Masonry,1376935.74
835867,Residential,Masonry,864184.31
831567,Commercial,Reinforced Masonry,4115136.66
254867,Residential,Masonry,1121354.94
548875,Residential,Wood,175541.42
561547,Residential,Wood,97980.68
571309,Residential,Masonry,598443.01
328654,Commercial,Reinforced Masonry,9990000
252040,Residential,Wood,146867.37
444929,Residential,Wood,385329.87
197179,Residential,Wood,46220.88
633582,Residential,Wood,96536.92
592768,Residential,Wood,81732.24
876103,Residential,Wood,9479.12
862211,Residential,Wood,21382.02
790275,Residential,Wood,24648.45
621015,Residential,Wood,23511.65
895668,Residential,Wood,22390.11
135611,Residential,Wood,14214.37
167834,Residential,Wood,16299.31
812700,Residential,Wood,120727.83
325223,Residential,Wood,104901.64
677144,Residential,Wood,185843.68
669129,Residential,Masonry,925811
293268,Residential,Wood,239539.68
532415,Residential,Wood,210193.94
251466,Residential,Wood,60159.05
894944,Residential,Wood,346383.25
664654,Residential,Masonry,1897053.67
907057,Residential,Masonry,786217.34
998569,Residential,Wood,59885.05
792947,Commercial,Reinforced Masonry,2263630.91
502869,Residential,Wood,6531.57
725878,Commercial,Reinforced Masonry,7032020.18
230998,Commercial,Reinforced Masonry,6049285.2
423210,Residential,Masonry,1003422.74
389940,Residential,Masonry,559166.4
664326,Residential,Wood,208735.49
240123,Residential,Wood,31860.25
331172,Residential,Masonry,921724.11
556670,Residential,Masonry,1033152.6
846632,Residential,Masonry,1781862.62
322952,Residential,Masonry,536976.09
176662,Residential,Masonry,677564.56
402035,Residential,Wood,6485.82
605361,Residential,Wood,3661.91
443281,Residential,Wood,733.29
805272,Residential,Wood,794.2
241436,Residential,Masonry,3066108.88
995966,Residential,Wood,8086.02
522413,Residential,Wood,255095.21
161754,Residential,Wood,57009.14
990849,Residential,Wood,51914.33
474544,Commercial,Reinforced Concrete,14310000
324243,Residential,Masonry,474854.83
477231,Residential,Wood,84182.8
792493,Residential,Wood,80292.4
412141,Residential,Wood,7918.41
524599,Residential,Wood,73683.99
885997,Residential,Wood,74735.17
420433,Residential,Wood,90442.89
729792,Residential,Wood,67403.62
395368,Residential,Wood,62331.3
205934,Residential,Wood,84678.1
578516,Residential,Wood,66233.53
872862,Residential,Wood,8086.95
114347,Residential,Wood,76172.91
475670,Residential,Wood,50759.9
443621,Residential,Wood,13107.86
673952,Commercial,Reinforced Concrete,22680000
646454,Residential,Wood,248082.91
950759,Residential,Wood,64880.77
429724,Residential,Wood,224779.66
424668,Residential,Masonry,782056.93
540318,Residential,Wood,161998.08
491387,Residential,Wood,336786.05
653920,Residential,Wood,344569.17
924154,Residential,Wood,71237.31
495756,Residential,Wood,10559.41
979918,Residential,Wood,150687.29
773304,Residential,Wood,35643.92
546476,Residential,Wood,31097.01
993585,Commercial,Reinforced Masonry,2972897.67
535339,Residential,Masonry,1438038.28
690173,Residential,Wood,2595.43
506624,Residential,Wood,29198.41
736529,Residential,Wood,84244.06
180830,Residential,Wood,96699.91
949466,Residential,Masonry,1023462.22
425185,Residential,Wood,10487.58
147649,Residential,Masonry,529043.48
347367,Commercial,Reinforced Masonry,3242341.32
552384,Residential,Wood,119512.85
811257,Residential,Wood,15993.54
674211,Residential,Masonry,565309.07
166223,Residential,Masonry,2361100.5
765687,Residential,Wood,3101.63
282794,Residential,Wood,24433.98
593914,Residential,Masonry,1581117.85
324812,Residential,Wood,50466.19
608083,Residential,Wood,54433.36
423580,Residential,Masonry,618922.39
387933,Residential,Wood,12597.68
904424,Residential,Wood,43490.49
761790,Commercial,Reinforced Concrete,11340000
598443,Residential,Wood,64112.02
484654,Residential,Wood,80427.17
527134,Residential,Wood,162803.28
176490,Residential,Wood,3748.73
418718,Residential,Wood,2531.25
380161,Residential,Wood,15848.59
472396,Residential,Wood,190208.07
618259,Residential,Masonry,754784.1
768626,Residential,Masonry,1758812.28
458435,Residential,Masonry,1092889.37
765917,Residential,Wood,64147.63
916187,Residential,Masonry,1821766.57
162788,Residential,Masonry,677883.73
120519,Residential,Wood,58495.91
311330,Residential,Wood,51531.2
387890,Residential,Wood,29082.86
208316,Residential,Wood,449805.77
160228,Residential,Wood,8211.06
874004,Residential,Wood,202368.32
698690,Residential,Wood,78557.23
745209,Residential,Wood,61946.16
110742,Residential,Wood,41964.57
534704,Residential,Wood,141603.9
200400,Residential,Masonry,360583.76
774390,Residential,Wood,72373.9
538228,Residential,Wood,62179.55
813558,Residential,Wood,37760.25
818077,Residential,Wood,72054.14
159155,Residential,Wood,191008.4
333123,Residential,Wood,4013.4
757197,Residential,Wood,20045.23
920104,Residential,Wood,24941.62
960185,Residential,Wood,24043.92
725351,Residential,Wood,22149.25
673832,Residential,Masonry,607018
930523,Residential,Wood,43399.07
498099,Residential,Masonry,663785.94
305181,Residential,Wood,1804.63
325705,Residential,Wood,1695.67
466339,Residential,Wood,350146.71
971724,Residential,Wood,467929.45
954511,Residential,Masonry,912314.33
540123,Residential,Masonry,556544.77
213307,Residential,Wood,237338.51
216606,Residential,Masonry,316252.84
874075,Residential,Wood,215867.93
971470,Residential,Masonry,1587458.14
366404,Residential,Masonry,1837188.03
876618,Residential,Masonry,1291013.47
405650,Residential,Masonry,714306.41
491600,Residential,Wood,64989.72
568134,Residential,Masonry,892954.32
242703,Residential,Wood,59159.5
384502,Residential,Wood,207374.59
453529,Residential,Wood,19900.92
901763,Residential,Wood,190234.45
156912,Residential,Masonry,1715871.14
684723,Residential,Masonry,875095.23
424691,Residential,Wood,192984.95
492823,Commercial,Reinforced Concrete,13500000
203236,Residential,Wood,146127.38
676080,Commercial,Reinforced Concrete,18900000
299949,Residential,Wood,124894.39
909870,Residential,Wood,99289.61
973531,Residential,Wood,33278.73
734936,Residential,Masonry,1154539.78
470691,Residential,Wood,142649.62
110865,Residential,Wood,281283.21
475900,Residential,Wood,86727.36
226393,Residential,Wood,138434.65
210736,Residential,Wood,308329.07
305466,Residential,Wood,151701.91
894356,Residential,Wood,129989.22
885456,Residential,Wood,167540.36
538335,Residential,Wood,119295.45
609325,Residential,Wood,131998.02
137546,Residential,Wood,86091.7
277745,Residential,Wood,100613.89
295124,Residential,Wood,84634.66
621716,Residential,Wood,134119.07
132178,Residential,Wood,327568.14
120869,Residential,Wood,213710.06
140522,Residential,Wood,152686.87
727284,Residential,Wood,365978.76
236135,Residential,Wood,430615.01
787194,Residential,Wood,228210.63
852514,Residential,Masonry,589297.48
343463,Residential,Wood,116904.22
780366,Residential,Wood,354129.9
866819,Residential,Wood,195634.38
199429,Residential,Wood,242471.55
119518,Residential,Wood,232816.72
747453,Residential,Wood,70581.24
440966,Residential,Wood,52520.32
194655,Residential,Wood,98905.61
951443,Residential,Wood,158654.08
702469,Residential,Wood,208290.36
793790,Residential,Wood,163203.41
438939,Residential,Wood,141709.66
999934,Residential,Wood,154963.54
250883,Residential,Wood,2041.89
385392,Residential,Wood,325531.41
608329,Residential,Wood,49135.65
457841,Residential,Wood,299549.41
493081,Residential,Masonry,1367039.2
934596,Residential,Masonry,415148.25
548420,Commercial,Reinforced Concrete,13860000
335002,Commercial,Reinforced Masonry,3651805.61
165548,Commercial,Reinforced Masonry,8352520.15
377989,Residential,Masonry,764630.37
227423,Residential,Wood,129265.71
124412,Residential,Wood,138928.67
377470,Residential,Wood,46186.12
621976,Residential,Wood,139676.2
246495,Residential,Wood,162793.58
835654,Residential,Wood,221039.08
752159,Commercial,Reinforced Masonry,4325253.48
883077,Commercial,Reinforced Masonry,3646713.73
770421,Residential,Masonry,1851555.35
993256,Residential,Wood,358761.52
608797,Commercial,Reinforced Masonry,6230201.67
177498,Residential,Masonry,1475488.97
583056,Residential,Masonry,567890.65
648684,Residential,Wood,21948.53
772506,Residential,Masonry,1070445.45
219637,Residential,Wood,253639.81
258611,Residential,Wood,163671.07
809796,Residential,Wood,12963.49
208711,Residential,Wood,70520.91
323348,Residential,Wood,75657.39
728302,Residential,Wood,48327.34
522495,Residential,Masonry,578421.04
129550,Residential,Wood,60540.18
453849,Commercial,Reinforced Concrete,29070000
941314,Commercial,Reinforced Masonry,3591042.82
458742,Residential,Wood,9264.22
895375,Residential,Wood,19018.35
185051,Residential,Wood,272978.22
462082,Residential,Wood,2842.4
882912,Residential,Wood,17635.24
234498,Residential,Wood,143618.84
176588,Residential,Wood,214614.82
842073,Residential,Wood,278437.02
743463,Residential,Wood,7750.68
242608,Residential,Wood,148990.38
231375,Residential,Masonry,1446243.46
718468,Residential,Wood,281172.07
394321,Residential,Wood,185526.4
444948,Commercial,Reinforced Masonry,2764969.27
238013,Commercial,Reinforced Masonry,7612213.35
271859,Residential,Masonry,539195.76
211885,Commercial,Reinforced Masonry,8741936
776863,Commercial,Reinforced Concrete,12150000
722439,Commercial,Reinforced Concrete,9270000
359327,Residential,Wood,267942.65
710731,Residential,Wood,34332.69
776506,Residential,Wood,107777.33
645112,Commercial,Reinforced Concrete,21150000
482005,Commercial,Reinforced Masonry,3276189
502056,Residential,Wood,21730.25
572712,Residential,Wood,4999.89
462794,Residential,Masonry,920464.04
292594,Residential,Wood,36070.62
501693,Residential,Wood,23711.54
216263,Residential,Masonry,1657004.22
773421,Residential,Wood,71958.82
245630,Residential,Wood,20779.27
572151,Residential,Wood,233960.25
547063,Residential,Wood,521093.09
230388,Commercial,Reinforced Concrete,20430000
708957,Residential,Masonry,712410.39
515262,Commercial,Reinforced Masonry,6029553.37
756887,Residential,Wood,511141.66
676849,Residential,Wood,268089.63
357598,Residential,Wood,321705.13
934659,Residential,Wood,383125.38
257988,Residential,Wood,261246.44
430403,Residential,Wood,228599.26
569210,Residential,Wood,133713.24
307831,Residential,Wood,239242.38
339743,Residential,Wood,239161.99
745408,Residential,Wood,102500.04
539716,Residential,Wood,79418.83
101917,Residential,Wood,119202.68
820525,Residential,Wood,251249.69
307438,Residential,Wood,131220.8
170986,Residential,Wood,151119.11
357034,Residential,Wood,71365.32
914080,Residential,Wood,104037
974421,Residential,Wood,133048.11
220168,Residential,Wood,92955.77
959902,Residential,Wood,165544.2
795347,Residential,Wood,185992.72
732807,Residential,Wood,187585.64
227458,Residential,Wood,116838.98
890669,Residential,Wood,129602.9
819429,Residential,Wood,114996.82
639251,Residential,Wood,79150.72
158748,Residential,Wood,104721.99
772770,Residential,Wood,186073.97
152480,Residential,Wood,133906.37
859106,Residential,Wood,284283.93
581469,Residential,Wood,150100.09
956578,Residential,Wood,33324.91
183150,Residential,Wood,93656.66
784387,Residential,Wood,170460.57
891604,Residential,Wood,77333.02
409847,Residential,Wood,418322.39
636070,Residential,Masonry,1348539.33
817161,Residential,Wood,18602.54
943428,Residential,Wood,144394.54
806748,Commercial,Reinforced Masonry,2376318.6
562174,Commercial,Reinforced Masonry,3029697
934491,Commercial,Reinforced Concrete,10710000
436612,Residential,Masonry,1267411.59
728370,Residential,Wood,103932.75
762676,Residential,Wood,24270.78
734837,Residential,Wood,38172.51
752475,Residential,Wood,88398.87
257481,Residential,Wood,148651.39
695884,Residential,Masonry,1441680.44
187491,Residential,Wood,108189.97
868235,Residential,Masonry,2756063.43
840135,Residential,Wood,17190.09
136438,Commercial,Reinforced Masonry,6024249.34
188725,Residential,Wood,232955.79
281230,Commercial,Reinforced Masonry,5563606.2
291930,Commercial,Reinforced Masonry,2186465.58
111122,Commercial,Reinforced Masonry,3199458.3
676051,Commercial,Reinforced Masonry,4402641.04
849208,Commercial,Reinforced Concrete,10080000
778619,Commercial,Reinforced Concrete,7808921.33
472645,Residential,Wood,64532.28
598219,Residential,Wood,32783.94
204934,Residential,Wood,1360.76
958855,Residential,Wood,3375.54
687514,Residential,Wood,326794.59
538729,Residential,Masonry,1492233.2
696393,Residential,Wood,276146.35
274681,Residential,Masonry,1083365.08
415978,Residential,Wood,55157.76
160023,Residential,Wood,172332.47
184988,Residential,Wood,19202.4
218831,Residential,Wood,105020.38
596035,Residential,Wood,20209.75
168397,Residential,Wood,166293.27
423292,Residential,Wood,8847.57
828873,Residential,Wood,408924.02
204797,Commercial,Steel Frame,102600000
897569,Commercial,Reinforced Masonry,4506746.6
799747,Commercial,Reinforced Masonry,7746538.75
464641,Residential,Masonry,522793.51
696673,Residential,Masonry,1221743.84
976632,Residential,Masonry,457352.76
732026,Residential,Masonry,1470221.47
117534,Residential,Masonry,420126.52
872422,Commercial,Reinforced Masonry,5979805.53
899914,Commercial,Reinforced Masonry,3078175.3
384082,Residential,Masonry,999556.53
896585,Residential,Wood,405563.3
152761,Residential,Wood,495795.24
544530,Residential,Wood,416281.77
805168,Residential,Masonry,1883062.65
709187,Commercial,Reinforced Masonry,4122436.42
409699,Residential,Wood,8611.27
416182,Commercial,Reinforced Masonry,2917775.13
590430,Residential,Masonry,875790.32
528889,Residential,Wood,186105.68
261688,Residential,Wood,93964.23
115390,Commercial,Steel Frame,80280000
398857,Residential,Wood,69231.91
760015,Residential,Wood,104231.84
903693,Residential,Wood,209996.4
769620,Commercial,Reinforced Masonry,3929310.74
104286,Residential,Wood,56536.39
146960,Residential,Wood,72604.66
233763,Residential,Wood,74119.28
285808,Residential,Masonry,987496.85
646299,Residential,Masonry,385008.32
760225,Residential,Masonry,734184
979849,Commercial,Reinforced Masonry,8575265.8
219918,Residential,Masonry,919236.96
625730,Commercial,Reinforced Concrete,17190000
522608,Residential,Masonry,2597265.99
165057,Commercial,Reinforced Concrete,15480000
159906,Residential,Wood,199964.26
378949,Residential,Masonry,556919.42
662978,Commercial,Reinforced Concrete,7875169.59
558678,Residential,Wood,68551.93
730488,Residential,Wood,366597.48
229350,Residential,Wood,189559.96
817582,Residential,Wood,45252.55
874837,Residential,Masonry,1292491.79
774295,Residential,Masonry,902134.21
760133,Residential,Wood,86563.56
772729,Residential,Wood,373682.07
239902,Residential,Wood,499046.69
904378,Residential,Wood,135824.1
314179,Residential,Wood,141888.76
303881,Commercial,Reinforced Masonry,2165175.48
517094,Residential,Masonry,503374.22
107937,Residential,Wood,63188.09
917246,Residential,Masonry,1183856.76
257598,Residential,Masonry,1979594.78
644718,Commercial,Reinforced Masonry,5844532.21
747921,Commercial,Reinforced Masonry,6575044.32
442005,Commercial,Reinforced Masonry,2325818.16
659759,Residential,Masonry,720593.28
213603,Residential,Masonry,1965265.04
838151,Residential,Masonry,1715286.04
267426,Residential,Masonry,414911.96
571302,Residential,Wood,49870.07
698726,Residential,Wood,279684.91
282310,Residential,Wood,126876.3
539291,Residential,Wood,87431.46
375853,Residential,Wood,6181.74
240937,Residential,Wood,42974.05
919609,Residential,Masonry,379558.84
476820,Residential,Wood,325140.14
159650,Residential,Masonry,358948.35
615969,Residential,Masonry,1255143.27
100552,Residential,Masonry,931120.02
651052,Residential,Masonry,1252888.16
748723,Residential,Masonry,1637792.29
673237,Residential,Wood,43492.35
110064,Commercial,Reinforced Masonry,3102965.82
703669,Residential,Masonry,1207380.98
519631,Residential,Masonry,391279.89
329672,Residential,Wood,79649.54
294876,Residential,Wood,194316.24
820774,Commercial,Reinforced Masonry,9270000
252218,Residential,Masonry,1371430.97
865012,Residential,Wood,141622.43
849538,Residential,Masonry,2304750.83
981829,Residential,Wood,129470.28
770201,Residential,Wood,361904.53
826721,Residential,Masonry,2132405.45
396474,Residential,Wood,227924.51
880873,Residential,Wood,159241.29
565387,Residential,Wood,23159.91
332302,Residential,Wood,122040.51
460245,Residential,Masonry,1689694.8
911743,Residential,Masonry,598617.95
267295,Residential,Wood,41189.76
872032,Residential,Masonry,513158.78
613154,Residential,Masonry,1761864.58
976549,Residential,Wood,18039.97
179720,Residential,Wood,2051.92
265541,Residential,Wood,56889.46
850806,Residential,Wood,268208.8
852687,Residential,Masonry,1177611.4
315838,Residential,Masonry,785211.66
203148,Residential,Wood,76002.57
130405,Residential,Wood,42188.15
131808,Residential,Wood,55936.16
134560,Commercial,Reinforced Masonry,2156775.64
505648,Commercial,Reinforced Masonry,2775059.32
775324,Commercial,Reinforced Masonry,4071891.61
811476,Residential,Wood,201010.68
182634,Residential,Masonry,434732.34
427559,Residential,Masonry,489682.21
437777,Residential,Wood,153765.55
902563,Residential,Wood,115600.51
367446,Residential,Wood,218666.59
271334,Residential,Wood,178598.97
612601,Residential,Wood,140433.44
316847,Residential,Wood,110407.82
150303,Residential,Wood,135703.84
394051,Residential,Wood,138097.13
542171,Residential,Wood,111748.67
171860,Residential,Wood,96948.71
400481,Residential,Wood,97302.62
816979,Residential,Wood,127761.96
727342,Residential,Wood,139347.61
445739,Residential,Wood,99147.47
404437,Residential,Wood,101277.2
609024,Residential,Wood,136309.88
755866,Residential,Wood,154628.48
112859,Residential,Wood,122313.5
962786,Residential,Wood,140769.52
496644,Residential,Wood,147982.01
535918,Residential,Wood,197210.62
463363,Residential,Wood,172236.13
226759,Residential,Wood,128913.54
607543,Residential,Wood,152107.82
425549,Residential,Wood,146186.6
327498,Residential,Wood,109084.55
396221,Residential,Wood,206648.59
690336,Residential,Wood,111986.11
136887,Residential,Wood,173887.2
635836,Residential,Wood,180057.28
515258,Residential,Wood,203587.02
651907,Residential,Wood,141882.08
536350,Residential,Wood,195659.44
986555,Residential,Wood,168250.25
201560,Residential,Wood,219273.51
508697,Residential,Wood,160818.14
111291,Commercial,Steel Frame,38790000
609096,Residential,Masonry,838925.91
822949,Residential,Masonry,597350.84
602022,Residential,Masonry,777543.98
705280,Residential,Masonry,1332997.02
680770,Residential,Wood,48977.77
107422,Residential,Wood,102340.8
856543,Residential,Wood,214524.29
619650,Residential,Wood,54681.05
572365,Residential,Masonry,405694.22
595809,Residential,Masonry,1069799.62
257438,Residential,Wood,23438.62
823119,Commercial,Reinforced Masonry,3378296.18
617556,Residential,Wood,260163.82
764690,Commercial,Reinforced Masonry,2001574.53
864046,Residential,Masonry,842173.17
193605,Commercial,Reinforced Concrete,27810000
140260,Residential,Masonry,819878.4
630427,Residential,Masonry,350097.39
667000,Commercial,Reinforced Masonry,2612893.33
534281,Residential,Masonry,1935734.48
733846,Residential,Wood,289528.38
441668,Commercial,Reinforced Masonry,4285862.26
346905,Residential,Masonry,758729.44
471804,Residential,Wood,313508.63
924273,Commercial,Reinforced Masonry,9720000
782472,Residential,Masonry,2091056.95
923115,Residential,Wood,83441.61
460088,Residential,Masonry,1261142.78
435210,Residential,Wood,226332.29
465217,Commercial,Reinforced Concrete,27540000
632642,Commercial,Reinforced Concrete,7917687.02
946716,Commercial,Steel Frame,64710000
889218,Residential,Masonry,983802.51
404441,Residential,Masonry,2688014.01
444832,Commercial,Reinforced Concrete,32310000
963351,Commercial,Reinforced Concrete,18090000
933512,Commercial,Reinforced Concrete,16740000
266370,Commercial,Reinforced Concrete,14760000
558297,Commercial,Reinforced Masonry,10800000
906995,Residential,Masonry,1813054.32
109623,Residential,Masonry,881396.95
785276,Residential,Wood,154720.8
184434,Commercial,Reinforced Masonry,5134175.31
193939,Residential,Masonry,709856.12
500086,Residential,Wood,355209.1
639901,Residential,Masonry,1631937.92
323489,Residential,Wood,418753.03
937572,Residential,Wood,14984.37
756783,Residential,Masonry,1504517.7
433616,Residential,Wood,20458.29
